,tweet
1017, siapa yang caper saya bukan tukang sok lapor ya saya cm customer yang minta penjelasan dari dan sampe skrng blom dapet penjelasan juga masalah bukti bisa diliat di rekaman cctv klo memang lisan saya kurang mendukung 
1018, acnya dingin bgt kecilin dong thx
1019, ac stasiun bendungan hilir mati ya 
1020, proposalnya diajukan oleh tim ya ini mas kalau lihat paparannya ada logo mrt dari segi biaya infrastruktur dan harga pso yg diberikan apakah dibahas juga jgn sampai kaya lrt palembang
1021, nah akhirnya keluar juga jam operasional semua stasiun kalau udah gni tidak_usah khawatir lagi nunggu pintu dibuka thx telah mendengarkan aspirasi saya 
1022,surprisingly i cant wait to go back to jakarta masa gw kangen kereta sama mrt ya allah 
1023, tetep kalo solusinya emang bagus keliatan kok dari awal dampaknya besar sebagai contoh pas mrt selesai dibuat peringkat jakarta sebagai salah satu kota paling macet turun kok
1024, selamat siang ka aku mau tanya kenapa nomor telepon mrt jakarta tidak_bisa dihubungi ya ka terima kasih 
1025,stasiun mrt jakarta bagus berasa di luar negeri
1026, jkt pasang cctv dan penerangan lebih biar malu yg kencing di situ beneran tidak_nyaman klo mau naik trans jakarta sama mrt lewat situ bau pesing pake banget 
1027,mrt jakarta bau ih
1028,ga tau kenapa ke jakarta bukannya pengen main ke dufan monas atau yang lain lah aku mikirnya cuma harus naik mrt masa hahaha
1029,mrt jakarta bagus
1030,pertama kali naek mrt jakarta hi senayan bagusss
1031,mrt jakarta tuh murah yaa di thailand setengah rute aja bisa thb atau hampir ribuan alhasil karna bertiga kemana kita ngegrab lebih nyaman duduk harga total sama
1032,lagi nyobain mrt jakarta nih seru mirip sama di korea yang membedakan hanya aromanya aja 
1033,luvvv makasih berkat mrt jd lebih mandiri padahal gw sudah bisa nyetir he he tapi macetnya jakarta bikin darah tinggi
1034,naik mrt jakarta rasanya kayak naik mrt di korea cepet hehee menyenangkan sekali cuma aja kurang banyak line nya ahh jadi kangen korea 
1035, if they re gonna build the mrt according to this map bukannya transit hub jakarta better ditaro di grogol ya drpd di dukuh atas 
1036, rlthingy ke jpo sudirman itu via mrt senayan sore aja biar langitnya bagus kalo mau jalan ke tempat indoor instagramable coba ke jakarta aquarium di neo soho 
1037, sudah tersedia musala di setiap stasiun mrt jakarta 
1038, aku tadi naik transjakarta sih ke sana hahahaha trs naik mrt ke blok m lol lagi explore jakarta akuuu
1039,dohhh yokk sekarang di biasakan kalau kemana mana pake transportasi yang sudah di sediakan oleh pemerintah aja itung itung kita juga ngurangin kemacetan di jakarta gengs jakarta sudah cakep woi krl ada mrt ada tj ada yuk berubah 
1040, labschool kebayoran jauh lebih enak sih pak sudah ada koridor dan mrt jakarta di asean agak sedih saja saya dari dulu masalah macet khususnya di rawamangun selalu jadi kritikan masyarakat padahal disana juga sudah ada halte tj persis didepan dan lrt ke kelapa gading 
1041, mantap pak teruskan program peremajaan angkutan umum dki jakarta dan perluasan jalur bus trans jakarta mrt lrt yg terintegrasi dalam jaklingko dan semoga wapres yang baru pak kyai ma ruf amin bisa meneruskan mengkordinasikan pengembangan transportasi umum di dki dgn pak gubernur
1042, mingguan di jakarta sempat ngerasain berbagai transportasi publik krl transjakarta mrt kendaraannya sendiri sih sudah ok mungkin jadwal bisa lebih padat tapi fasilitas penunjang spt trotoar akses pejalan kaki masih sangat kurang 
1043,we are back with william sabandar the ceo of mrt jakarta who will discuss leadership in crisis 
1044, bahagianya warga jakarta brangkat maksi naik mrt baliknya naik metro trans 
1045,tolong ini saya buta mrt jakarta ini gmnsii 
1046,qelyan percaya ibukota negara beneran akan pindah sedangan pembangunan lrt mrt dan kereta cepat jakarta bandung masih berlanjut 
1047,bebas mati listrik mrt jakarta punya pembangkit sendiri pada oktober 
1048,stasiun ini juga terhubung dengan stasiun mrt dan antarmoda bagi seluruh jenis angkutan di dki jakarta 
1049,jalan jalan muterin jakarta naik mrt sepertinya seru 
1050,pengen naik mrt jakarta 
1051,kalau hanya persoalan sepele seperti macet bukan itu pastinya karena jakarta sudah memiliki krl lrt mrt dsb meskipun belum_begitu maksimal tapi tentu ada sumbangsihnya toh untuk membantu sedikit mempersingkat waktu 
1052,kuakui mrt jakarta emang spot terbaik buat aku dan beberapa kaum pecinta monokrom dan minimalis minimalis arsitek maupun non arsitek 
1053,padahal udah banyak transportasi umum di jakarta loh mungkin belom menyentuh semua wilayah jakarta tapi tetep aja worth to try gitu lohh dan emang enak banget sih menurut gua naik tranpsortasi umum macem mrt krl atau transjakarta
1054,mau cerita jd hari ini gue bangga banget keliling jakarta naik public transportations mulai dr krl busway mrt udah gitu gue jalan kaki dr st gondangdia ke perpusnas ini antara bego ngehemat sm emg mau sok an sih wkwmw 
1055,padahal selama di jakarta nyaman aja pakai tj krl sama mrt apalagi tj murah tapi kok masih banyak yg pake kendaraan pribadi ya terutama mobil ya 
1056,ganjil genap diperluas alasanya biar menekan angka polusi dan meningkatkan kulitas udara jakarta tolong lah sebelum itu diperluas dulu angkutan publik dan mrt lrt nya masih banyak daerah jabodetabek yang belum_kena jangkauan angkutan umum
1057, and then kalo misal compare sama pub transport luar juga jakarta bisa unggul kok kondisi krl masih baik mrt apalagi tj ya mungkin harus mulai peremajaan 
1058,dulu mana mungkin pulang kantor mainnya ke cipete terima kasih mrt jakarta gue terharu banget hiks
1059,jakarta punya kualitas kereta yang bagus di mrt lrt nya lalu abis melihat hasil kereta lrt jabo interiornya disitu saya merasa sedih 
1060,naik mrt jakarta enak juga yaa asal tidak_mati aja listriknya 
1061,kenapa kereta mrt jakarta bau pipis semua sih 
1062, setuju namun mrt tidak_mencakup semua wilayah jakarta contoh saya saya di cakung jaktim itu untuk akses ke dalam misalnya jalan inspeksi pam itu sulit mbak angkot susah jarang bgt lalu misti jalan kaki 
1063, tau sendiri jakarta macet mending naik mrt atau busway aja kalo mau ngindari macet
1064,jakarta dingin apa stasiun mrt yg dingin
1065,semakin malam semakin cantik stasiun mrt dukuh atas 
1066,oya pernah iseng nyoba di mrt jakarta sayang sekali tidak_bisa sekian cmiiw 
1067,ini properti keren sepanjang koridor mrt di jakarta selatan 
1068, aku donk me time naik mrt pas ke jakarta kemaren sendirian pertama kali ke jakarta pula candu bangeeet pengen kesana lagi 
1069, he ehhhh walaupun jalan ke stasiun mrt nya rada jauh tapi tetep menyenangkan karena kayak bukan jakarta yang dulu 
1070,wah pt mrt sepakati kerja sama dengan seoul metro mrt jakarta akan makin keren nih 
1071, mon maav aku manusya yg tinggal di jakarta aja belum_rasain mrt 
1072,ini orang jakarta gaada yang mau ajakin aku naik mrt gt belom pernah naik 
1073,pertama kali menjajal mrt di jakarta seorang diri benar benar tidak_menyangka di jakarta sudah ada jalur subway mrt ini tapi padahal di beijing sudah sering naik mrt sih cuma mungkin karena tidak_
1074, luar biasa kita baru tau bahwa kaki itu alat transportasi omong kosong rupanya membangun mrt lrt trans jakarta commuter line kita hanya butuh jalan kaki ke mana pun ayo jalan kaki 
1075,bau pesing di trotoar stasiun mrt diduga ditimbulkan pleh sopir angkutan umum buang air sembarangan lewat jakarta
1076, jkt transjakarta jakarta kerean mirip taiwan ni pak buat jg aplikasi d hp untk mrt
1077,bau pesing di trotoar stasiun mrt lebak bulus petugas gabungan lakukan penyemprotan lewat jakarta
1078, kalo mrt sudah menjangkau seluruh jakarta bakal jadi differentiation yang mantap sih
1079, foxtrot di stasiun mrt jakarta bisa diambil gratis kak 
1080, di loket mrt jakarta tidak_dapat isi ulang untuk kartu uang elektronik 
1081,tbtb pengen keliling jakarta gitu naik mrt trus masuk ke museum kayak nya seru hmm
1082,naik kereta penat naik mrt pun penat aku mmg xde bakat tinggal di jakarta ni
1083,bahagia sekali mengantar turis eropa jalan jalan naik mrt jakarta
1084, halo aku br x nih naik mrt so fun cepat bersih nyaman tapiii aroma nya tidak_enak yaa di gerbong nya kaya bau pesing entah darimana apa mungkin dr ac nya 
1085,ada rasa bangga tiap kali aku naik mrt
1086,pasang cctv dan penerangan lebih biar malu yg kencing di situ beneran tidak_nyaman klo mau naik trans jakarta sama mrt lewat situ bau pesing pake banget 
1087,terus soal orang suruh naik kendaraan umum juga gini deh kendaraan umum di jakarta tuh hmm ada aja gitu loh naik krl penuh nya seampun ampun naik busway kadang suka lama bikin jadi telat naik mrt ada aja komen yang mahal ih tapi ya semoga mrt ini makin diperluas jalurnya
1088,kangen jakarta kangen masakan rumah kangen sushi tei kangen koi kangen naik mrt kangen ke pesantren syabil kangen semua keluarga besar huhu
1089,jalan kaki adalah keseharianku sistur brader dan naik angkutan umum adalah favoritkuuu karena sekarang udah ada yang canggih parah dan busway trans jakarta yang semakin hari semakin baik 
1090,pacaran kaya gaya anak muda jakarta jaman sekarang naik mrt hahaha love it mrt lebak bulus station
1091, hari baru nyobain naik mrt tapi kok ada kaya bau pesing gitu ya 
1092,kesan pertama naik terasa nyaman dan bersih 
1093, halo mimin saya lagi naik mrt nih cuma kok kayaknya parfumnya kurang sedap ya pakenya parfum apa sih min 
1094,hati kehidupan jakarta jangan mudah ditipu trus klo buat jalan gw saranin lu naik bus tingkat wkwk gratiss koo lu ntar bisa singgah ke monas kotu galnas dkk selain itu klo buta arah pandai gunakan gmaps krn w males nanya org wkwkwk enak naik krl atau mrt buat bepergian
1095, mau tanya kenapa ac nya bau pesing yah sudah berapa kali naik
1096,sekarang keren deh ada safety ambassador nya yang ngingetin orang buat berdiri di sebelah kiri waktu naik eskalator
1097, tolonglah ini handrail salah desain naik turun tangga sambil megang handrail ya kepentok mulu 
1098,bangga sekali naik 
1099,kak kenapa sih keretanya bau pesing naik yang dari bundaran hi apa tidak_ada pengharum ruangan 
1100,mau cerita jd hari ini gue bangga banget keliling jakarta naik public transportations mulai dr krl busway mrt udah gitu gue jalan kaki dr st gondangdia ke perpusnas ini antara bego ngehemat sm emg mau sok an sih wkwmw 
1101,woooooww pertama kali naik dari bundaran hi ke blok a jauh lebih bagus dari pada metro di la terima kasih ahok
1102,naik mrt jakarta enak juga yaa asal tidak_mati aja listriknya 
1103,naik kendaraan umum ada aja cobaannya ya allah bukannya dibuat gampang malah dibuat susah di peron doang lho bukan di dalam mrt tetep tidak_boleh padahal kan bisa aja buru mau ngetap karena antre jadi santainya di peron terus haus 
1104,jadi wanita yg sedang hamil kudu banyak sabar termasup pas mau naik lift diserobot mbak mas yg seger buger kali mereka kebelet mau ke jamban
1105,agak kurang manusiawi sih min utk bisa sampe peron kadang penumpang harus jalan cukup jauh belum_lg kalo harus naik tangga biasa eskalator mati ramai kalo di peron baiknya masih boleh minum larangan makan minum utk di dalam kereta aja 
1106,dasar aku keluar rumah naik kereta arah jakarta arah bogor senengnya minta ampun cobain naik mrt jalan kaki keliling galnas jujur senank
1107,keren sempet mikir kalo gua yang naik dan mati di tengah jalan gmn cara keluarnya ternyata kyk gini mantull
1108,akhirnya kemarin jumat ke jkt nyobain naik keren banget tidak_kalah sama yg di sg cuma sayang pintu masuk keluar sering error di beberapa station dan satu lagi bbrp org petugas security nya relatif kurang ramah dan jutek but overall great 
1109,jd kesenengan naik mrt jujur ini pertama kali loh naik mrt jkt kalo di tanya gmn perasaanya takjub bangga happy banget jakarta kuh jakarta indonesia
1110,ah iya tadi juga saya mencium bau pesing keberangkatan pukul dari stasiun bendungan hilir arah bundaran hi saya naik di kereta nomor 
1111,iya gue juga bingung setiap naik mrt selalu bau pesing 
1112,ke gi naik tapi waktu masuk kok bau pesing kupikir cuma aku doang tp penumpang sebelah juga mengeluh hal yang sama 
1113,kyknya emang cairan pembersih atau alat nya mesti diganti deh min udh bbrp kali naik mrt dari awal ujicoba sampe terakhir minggu lalu baunya masih sama
1114,nikmat nya naik mrt lalu jalan km menuju tempat meeting sehat bener ya tuntaskan langkah hari ini 
1115,anda warga selatan jakarta yg kelewatan mrt nda mau naik mrt aja ta bagus begini sepi amaattt
1116,pertama kali naik mrt jakarta mau tau saja yang katanya orang orang mrt jakarta itu keren banget kaya yang di jepang singapore dll
1117,terlalu nyaman naik sekalinya pulang kerja naik langsung mewek kejepit maaaak
1118,betul coba naik deh nyaman kak
1119, dari kmrn naik mrt speakernya volumenya kenceng bgt bikin sakit kuping mohon di review 
1120,jauh jauh dari jogja ke jakarta cuma pengen naik mrt eheheheh 
1121,maintenance eskalator di stasiun senayan lama banget yaa kaya minggu tidak_beres hmm 
1122,hai kenapa mesin tap kalian lama banget ya responsnya sering error pula terjadi di sebagian besar stasiun saya pakai e money 
1123,dear terima kasih atas layanan yang sudah diberikan kepada masyarakat atas kenyamanan transportasi yg bersih dan cepat tapi mohon maap ini kenapa proses beli tiketnya lama banget ya ngantrinya ada kali satu orang menit mah
1124,selamat pagi selamat menjalankan aktivitas hari ini naik mrt jakarta yang keren banget sarana dan prasarananya bersih aman nyaman dan tidak_perlu waktu lama untuk sampai ketempat tujuan 
1125,tadi naik mrt di bunderan hi trus pas mau top up kartu mrt lama banget layanannya jadi antrian lama lalu ac sama sekali tidak_ada rasanya jadi panas banget dengan sesak orang tolong perbaiki ya layanannya sayang bgt mrt lagi jadi idola tapi layanan buruk 
1126,seriusan buat yg baru mau naik mrt kalian mending pakai uang elektronik dari bank brizzi e money flazz dari pada pakai kartu sekali pakai sumpah ini lama banget antreenya 
1127,yang paling jelek dari mrt adalah gate buat ngetap kartunya tidak_responsif lama banget antrian jadi panjang kalah jauh dibandingkan krl dan busway transjakarta 
1128,tadi sore nyobain naik mrt jakarta karna diajak temen sekaligus penasaran dan kabar dari yang udah naik mrt itu beda banget sama krl rasanya lebih nyaman naik mrt daripada krl bener sih rasanya nyaman banget eh lama lama rasanya berubah jadi sayang
1129,seneng banget td abis cobain mrt jakarta setelah sekian lama akhirnya indonesia khususnya jakarta punya mrt
1130,bangga banget akhirnya indonesia punya mrt dan sudah saatnya emang capital city atau jakarta punya transportasi macam ini kalau dulu mampir malaysia dan main di singapore mereka sudah lama ada mrt ini dan jujur ngiri knp indo tidak_punya tapi skrg im so proud of indonesia 
1131,selamat sore min kenapa ya jalan ke arah park ride lebak bulus bau pesing banget mengganggu sekali min harap diperhatikan dan cari solusi 
1132,bener banget nih bro kemarin dari bandara turun disini bau pesing parah 
1133,abang abang ada yang makan nih di mrt parah banget nih bang makanya agak bau pas masuk terus nih yaa ada satpam eh satpamnya tidak_negor parah banget parah banget 
1134,betul banget kalau lebih malem jalan ke p r nya bau pesing 
1135,min maaf saya akhir ini pengguna moda trans ini seneng banget krn deket banget dr rumah tapi sayang koq setiap saya naik hampir di semua gerbong seperti bau pesing ya ini dirasakan juga oleh ibu saya sore ini dr dukuh atas ke blok m baiknya ada parfum yg bgs 
1136,monmaap nih kenapa semua keretanya bau pesing banget pake karbol lysol pasang antibau plis
1137,min stasiun keretanya udah keren bersih tepat waktu tapi please keretanya dikasih pewangi dong saya pengguna setia ratangga keretanya masih sering bau sayang banget kan 
1138,maaf ya tadi sy naik ratangga jam dr dukuh atas ke lb bulus itu gerbong paling belakang bau banget pesing sy sampe pusing akhirnya pindah ke gerbong dua dr belakang ttp bau tapi tidak_sebau yg belakang ngepel lantai gerbongnya pake apa sih 
1139, tolong ya musholla nya diperbesar mukena nya sering diganti dan dicuci bau banget saya sampe pusing makasih
