,Tweet,Hasil Preprocessing,Positif,Negatif,Sentimen,Numbered Sentimen
264,"Tau reaksi gue ketika barusan pertama kali naik MRT Jakarta? Mewek... Saking terharu dan bangganya! Gue pernah nulis ini di buku #TNT4 ttg ""Mendambakan MRT"" akhirnya kesampaian!",tau reaksi gue barusan kali mrt jakarta mewek saking terharu bangganya gue nulis buku ttg mendambakan mrt,1,0,positif,1
265,"buat harga yaaa murah lah buat anak jakarta busyeng, mulai Rp2000an. gak usah jauh2 ke Jogja ini mah eh iya, ini lokasinya di jalan H. Nawi, gak jauh dari lampu merah ITC Fatmawati. kalo naik @mrtjakarta turun di stasiun H. Nawi tinggal jalan dikit. cocok deh buat city tour hehe",harga yaaa murah anak jakarta busyeng rp an tidak_usah jogja mah eh iya lokasinya jalan h nawi tidak_jauh lampu merah itc fatmawati kalo turun stasiun h nawi tinggal jalan dikit cocok deh city tour hehe,3,1,positif,1
266,"Dari stasiun fatmawati kami kembali ke arah bund HI & turun di stasiun senayan utk lanjut makan malam di FX. Tiket yg kami bayar utk jalan2 naik @mrtjakarta dr HI - fatmawati - senayan hanya 14ribu/orang. Happy bgt menikmati mode transportasi canggih, cepat & murah bikin ceria",stasiun fatmawati arah bund hi turun stasiun senayan utk makan malam fx tiket bayar utk jalan dr hi fatmawati senayan ribu orang happy bgt menikmati mode transportasi canggih cepat murah bikin ceria,6,1,positif,1
267,"Meski hujan deras, tetap menikmati jakarta naik @mrtjakarta bersama keluarga #terimakasihJokowi",hujan deras menikmati jakarta keluarga,1,0,positif,1
268,Naik MRT Jakarta pertama kali. Sangat senang @mrtjakarta,mrt jakarta kali senang,1,0,positif,1
269,"Seru naik @mrtjakarta nyaman, bersih dan cepat banget. Jarak antara stasiun Bund. HI ke stasiun lebak bulus hanya 30 menit. Beneran Bangga, punya moda transportasi keren begini",seru nyaman bersih cepat banget jarak stasiun bund hi stasiun lebak bulus menit beneran bangga moda transportasi keren,6,0,positif,1
270,"Ga bisa ngomong apa"" selain makasih bgt sama pak aldi dan kerja sama rekan keamanan @mrtjakarta, sempat bertualang di stasiun Fatmawati akhirnya dompetnya ketemu. Oh ya saya doain dedek bayinya sukses pak, Bravo! #appreciationpost",ga ngomong makasih bgt aldi kerja rekan keamanan bertualang stasiun fatmawati dompetnya ketemu oh ya doain dedek bayinya sukses bravo,1,0,positif,1
271,"Mencoba @mrtjakarta untuk pertama kali, so excited",mencoba kali so excited,1,0,positif,1
272,My first time nyobain MRT! Alhamdulillah indonesia sudah mengembangkan infrastrukturnya sedikit demi sedikit. Semoga pemerintah berbondong2 untuk mengembangkan infrastruktur indonesia. Yang sangat berguna.,my first time nyobain mrt alhamdulillah indonesia mengembangkan infrastrukturnya semoga pemerintah berbondong mengembangkan infrastruktur indonesia berguna,3,0,positif,1
273,Hari ini mencoba nursery room nya stasiun MRT setiabudi astra. Wow gak nyangka ternyata bersih dan adem sekali. Terimakasih @mrtjakarta bisa memberikan fasilitas terbaik untuk ibu menyusui dan ibu yg mau ganti diapers anak,mencoba nursery room nya stasiun mrt setiabudi astra wow tidak_nyangka bersih adem terimakasih fasilitas terbaik menyusui ganti diapers anak,5,0,positif,1
274,"@mrtjakarta pantes kaya ada bau pesing, salut buat para petugas yg sigap langsung bersihkan",pantes kaya bau pesing salut petugas sigap langsung bersihkan,3,2,positif,1
275,Min boleh kali yaa jadi perhatian petugas MRT @mrtjakarta khususnya di dukuh atas..sering bgt lift prioritas itu digunakan bukan untuk semestinya,min kali yaa perhatian petugas mrt dukuh bgt lift prioritas semestinya,1,0,positif,1
276,"Staffnya MRT ini keren2 yak? Kapan ari nanya ke petugas security WCnya dimana, dikasi arahan terus gua bilang terima kasih. Dia balesnya, ""Dengan senang hati."" sambil membungkuk dikit dan tangan di dada. Salut @mrtjakarta !",staffnya mrt keren yak ari nanya petugas security wcnya dimana dikasi arahan gua bilang terima kasih balesnya senang hati membungkuk dikit tangan dada salut,4,0,positif,1
277,"Alhamdulillah. Sy sdah cb naik MRT nyaman dan petugas ramah bgt ksh ptunjuk , i proud with @mrtjakarta. Trimakasih",alhamdulillah sy sdah cb mrt nyaman petugas ramah bgt ksh ptunjuk i proud with trimakasih,3,0,positif,1
278,"Pengalaman perdana naik MRT Jakarta sore tadi: bersih, nyaman, mesin kartu lancar, orang-orang di dalam gerbong gak urakan, masih ada petugas jaga di dalam dan luar gerbong jadi lebih terasa aman. Gak paham sama kalian semua sing ngomal ngomel ae isok e.",pengalaman perdana mrt jakarta sore bersih nyaman mesin kartu lancar orang orang gerbong tidak_urakan petugas jaga gerbong aman tidak_paham sing ngomal ngomel ae isok e,5,2,positif,1
279,"Salut sama petugas @mrtjakarta yg satu ini, begitu antusias dan aktif memberi tahu dan mengkoreksi kelakuan penumpang (lokasi: stasiun Cipete Raya)",salut petugas antusias aktif mengkoreksi kelakuan penumpang lokasi stasiun cipete raya,3,0,positif,1
280,"Ac nya duingin pool, perjalanan on time, petugas security ama cleaning service nya juga ramah! @AnkerTwiter @mrtjakarta Kayanya yg paling bagus view nya sta fatmawati, Tapi ga sempet kesitu tadi",ac nya duingin pool perjalanan on time petugas security ama cleaning service nya ramah kayanya bagus view nya sta fatmawati tidak_sempet kesitu,2,0,positif,1
281,"Abis nyoba MRT Jakarta beberapa hari lalu, dan jujur gua sangat amaze dengan MRT Jakarta, karena gara-gara MRT jadi lumayan merubah wajah Jakarta gak kalah kayak negara2 tetangga.",abis nyoba mrt jakarta jujur gua amaze mrt jakarta gara gara mrt lumayan merubah wajah jakarta tidak_kalah kayak negara tetangga,4,0,positif,1
282,Namanya Stasiun MRT Istora Mandiri sponsornya Mandiri tapi gak ada ATM Mandiri atau KCP buat isi ulang e-Money??? @mrtjakarta @bankmandiri,namanya stasiun mrt istora mandiri sponsornya mandiri tidak_ada atm mandiri kcp isi ulang e money,3,1,positif,1
283,"Kepada dinas tata kota Jakarta tersayang, tolong dong pedestrian stasiun MRT Istora senayan dikasih penghijauan jangan aspal aja. Hari ini panas sekali dan orang-orang yang jalan disana sangat kepanasan karena tidak ada yang melindungi mereka saat berjalan",dinas tata kota jakarta tersayang tolong pedestrian stasiun mrt istora senayan dikasih penghijauan aspal aja panas orang orang jalan disana kepanasan tidak_ada melindungi berjalan,3,2,positif,1
284,"Perbandingan akses masuk ke stasiun bawah tanah empat MRT di Asia Tenggara. Akhirnya Jakarta sejajar dengan Singapura, Bangkok, dan Kuala Lumpur.",perbandingan akses masuk stasiun tanah mrt asia tenggara jakarta sejajar singapura bangkok kuala lumpur,1,0,positif,1
285,"udah sih gitu aja ceritanya. bagus ternyata MRT jakarta, nyaman. aku bangga. besok-besok naik MRT lagi ah kalo ke mana-mana.",udah sih gitu aja ceritanya bagus mrt jakarta nyaman bangga besok besok mrt ah kalo,3,0,positif,1
286,"Enak bgt naik MRT Jakarta. Cepet, nyaman pula. Gapake macet macetan di jalan",enak bgt mrt jakarta cepet nyaman gapake macet macetan jalan,3,1,positif,1
287,Terima kasih mas petugas kebersihan @mrtjakarta yang masih aja nyikat lantai pk 20:39,terima kasih mas petugas kebersihan aja nyikat lantai pk,1,0,positif,1
288,"Kesan pertama mencoba fasilitas MRT Ibukota. Cukup memuaskan, setara ketika saya berkunjung di singapore dan kualalumpur Nyaman, bersih, pegawai ramah . #mrtjakarta",kesan mencoba fasilitas mrt ibukota memuaskan setara berkunjung singapore kualalumpur nyaman bersih pegawai ramah,4,0,positif,1
289,"oke mungkin gue alay tp seneng bgt rasanya bisa naik mrt di jakarta loh bukan di luar negeri, alhamdulillah ada kemajuan di negara ini.",oke gue alay tp seneng bgt mrt jakarta loh negeri alhamdulillah kemajuan negara,4,1,positif,1
290,"Kantor di Kemang, biasanya paling males datang ke meeting di Jakarta Pusat. Tapi sejak ada #MRTJakarta naik dari Stasiun Cipete, ke Menteng cuma 20 menit, meeting 1 jam, total 1 jam 40 menit, walaupun rush hour. Terimakasih @jokowi eksekusi Nyata.",kantor kemang males meeting jakarta pusat stasiun cipete menteng menit meeting jam total jam menit rush hour terimakasih eksekusi nyata,2,1,positif,1
291,"Pulang-pergi naik #MRTJakarta di hari kerja. Menyenangkan, lancar, aman, bersih, sedikit antrean yang belum beres. Perlahan budaya baru akan terbentuk. Yes ada #LRTPalembang #LRTJabodebek #LRTJakarta infrastruktur publik digenjot Presiden @jokowi ~ FR #SolorayaMenangKeJokowi",pulang pergi kerja menyenangkan lancar aman bersih antrean belum_beres perlahan budaya terbentuk yes infrastruktur publik digenjot presiden fr,4,1,positif,1
292,"Tadi sore utk kali kedua saya naik @mrtjakarta,saya ajak sasha krn lg libur sekolah. Kali ini di MRT penuh bgt mgkn krn pas pulang kantor jg. Saya ikut rombongan pak @LuhutPandjaitan diajak mba @ezkisuyanto brg mas @imanbr @ulinyusron @ikitita @donokip dkk.makasih mbak ezki",sore utk kali ajak sasha krn lg libur sekolah kali mrt penuh bgt mgkn krn pas pulang kantor jg rombongan diajak mba brg mas dkk makasih mbak ezki,2,1,positif,1
293,"efek naik MRT seminggu ini: irit uang + waktu (tidur bisa lbh lama) on time ngantor (biasa seminggu sekali pasti telat) adem!! dandan tuh gak luntur, rambut gak bau matahari mood happy sesimple liat orang2 tertib badan seger pagi2 jalan kaki CINTA BGT. MAKASIH @mrtjakarta",efek mrt seminggu irit uang tidur lbh on time ngantor seminggu telat adem dandan tuh tidak_luntur rambut tidak_bau matahari mood happy sesimple liat orang tertib badan seger pagi jalan kaki cinta bgt makasih,7,0,positif,1
294,"Hari ini sempat nyoba naik MRT dari fatmawati ke HI. Keren terima kasih pa @aniesbaswedan dan gubernur yg lain juga, @mrtjakarta @DKIJakarta",nyoba mrt fatmawati hi keren terima kasih pa gubernur,1,0,positif,1
295,"Dapat video ini dari anak saya yang sudah mencoba naik MRT, selamat untuk @mrtjakarta Semoga ini tidak hanya menjadi moda transportasi massal yang bisa mengurangi kemacetan di Jakarta saja. Tetapi bisa menjadi simbol peradaban baru demi Indonesia yang jauh lebih baik & maju",video anak mencoba mrt selamat semoga tidak_hanya moda transportasi massal mengurangi kemacetan jakarta simbol peradaban indonesia maju,4,1,positif,1
296,"Buat kalian pehobi bersepeda, @mrtjakarta berikan kemudahan akses nih, memperbolehkan sepeda lipat masuk ke dalam Ratangga. Tunggu apalagi? Yuk, naik transportasi umum!",pehobi bersepeda kemudahan akses nih memperbolehkan sepeda lipat masuk ratangga tunggu yuk transportasi,1,0,positif,1
297,"Menjajal MRT Jakarta bersama Gubernur DKI, kepala daerah sekitar Jakarta, dan warga. Saya naik dari Stasiun Bundaran HI, turun di Lebak Bulus, lalu kembali lagi. Hanya 30 menit sekali jalan. Saya senang masyarakat antusias. Semoga begitu juga nanti setelah MRT beroperasi.",menjajal mrt jakarta gubernur dki kepala daerah jakarta warga stasiun bundaran hi turun lebak bulus menit jalan senang masyarakat antusias semoga mrt beroperasi,3,1,positif,1
298,"dengan bangga dan senang: di jakarta 2 hari udh naik krl, transjakarta dan mrt",bangga senang jakarta udh krl transjakarta mrt,2,0,positif,1
299,"Jakarta sore ini, asik banget buat jalan-jalan. Sore ini survey lagi dg naik MRT n lanjut ke bbrp tempat. Cita2 pengen nyobain turun di setiap stasiun n liat suasana masing2 stasiun. Cuaca sore ngga panas dan berangin lembut. Baru kali ini gw ngerasa bisa enjoy Jkt.",jakarta sore asik banget jalan jalan sore survey dg mrt n bbrp cita pengen nyobain turun stasiun n liat suasana stasiun cuaca sore tidak_panas berangin lembut kali gw ngerasa enjoy jkt,3,1,positif,1
300,"Mencoba naik railink dan MRT hari ini, takjub ternyata jakarta udah keren transportasi umumnya. Nyaman dan cepet yah. Salut",mencoba railink mrt takjub jakarta udah keren transportasi nyaman cepet yah salut,5,0,positif,1
301,"Lebih mudah,murah, dan cepat keliling Jakarta naik @mrtjakarta Terimakasih bapak @jokowi Semoga di periode ini bisa lebih baik lagi membangun infrastruktur"" di negri kita Indonesia ini",mudah murah cepat keliling jakarta terimakasih semoga periode membangun infrastruktur negri indonesia,6,0,positif,1
302,"MRT: memudahkan pencapaian ke tempat tujuan, mengurangi jumlah pengguna mobil/motor, meningkatkan jumlah pergerakan dan ekonomi kota, serta meningkatkan kesehatan pengguna. Lumayan naik turun 71 anak tangga di stasiun ... #transportasipublik #mrtjakarta #jalankaki #aksesibilitas",mrt memudahkan pencapaian tujuan mengurangi pengguna mobil motor meningkatkan pergerakan ekonomi kota meningkatkan kesehatan pengguna lumayan turun anak tangga stasiun,6,1,positif,1
303,"Selalu bangga bgt setiap naik MRT. And it still feels surreal everytime I ride on it, feels like Iï¿½m not in Jakarta. Sebangga itu Semoga bisa secepatnya nambahin rute & di kota besar lainnya juga bs cepat menyusul",bangga bgt mrt and it still feels surreal everytime i ride on it feels like i m not in jakarta sebangga semoga secepatnya nambahin rute kota bs cepat menyusul,5,0,positif,1
304,w naik mrt norakkkkkkk bangttt selain murah nyaman lucuuu trs kaget tbtb nyampe @mrtjakarta ayu dong bangun di grogol agar memudahkan ku ke kampus,w mrt norakkkkkkk bangttt murah nyaman lucuuu trs kaget tbtb nyampe ayu bangun grogol memudahkan ku kampus,4,1,positif,1
305,"Betul, sangat ramah terhadap penyandang disabilitas. Sewaktu saya kecelakaan dan harus pake kruk , naik mrt pergi dan pulang kantor sangat nyaman. Jempol untuk fasilitas pendukungnya",ramah penyandang disabilitas kecelakaan pake kruk mrt pergi pulang kantor nyaman jempol fasilitas pendukungnya,3,0,positif,1
306,@mrtjakarta mohon bantuannya untuk menyediakan petugas di mesin tiket otomatis untuk stasiun Bundaran HI. Banyak pengguna yg ingin isi ulang namun tidak bisa dan tidak ada petugas yg membantu. Sudah mengantri panjang dan sia sia.,mohon bantuannya menyediakan petugas mesin tiket otomatis stasiun bundaran hi pengguna isi ulang tidak_bisa tidak_ada petugas membantu mengantri sia sia,4,2,positif,1
307,Kenapa ya sampe sekarang kalo naik @mrtjakarta masih terkagum-kagum dan berasa surreal Jakarta punya MRT.,ya sampe kalo terkagum kagum berasa surreal jakarta mrt,2,0,positif,1
308,"Cobain MRT, stasiunnya luas banget, keretanya juga keren. Ga kalah sama Singapore. Sayangnya bangkunya ga empuk kaya KRL commuter, mgkn krn dirancang utk perjalanan sejenak ya jd gausah empuk. Indonesia bisa bikin MRT juga ternyata. Selamat MRT!! Keep up the good work",cobain mrt stasiunnya luas banget keretanya keren tidak_kalah singapore sayangnya bangkunya tidak_empuk kaya krl commuter mgkn krn dirancang utk perjalanan ya jd gausah empuk indonesia bikin mrt selamat mrt keep up the good work,6,0,positif,1
309,"Untuk Anda yg suka ON TIME silahkan gunakan @mrtjakarta Untuk Anda yg suka NGARET silahkan gunakan @CommuterLine Karena 2 hal ini terpampang jelas perbedaan pelayanannya Weï¿½ll see, gue acara setengah 12 di sentraya, naik @CommuterLine udh yang jam 9 tp skrg msh di tebet",suka on time silahkan suka ngaret silahkan terpampang perbedaan pelayanannya we ll see gue acara sentraya udh jam tp skrg msh tebet,3,1,positif,1
310,"Pengalaman pertama naik langsung bandingkan dengan di Tokyo yg saat itu belum sebulan dari Tokyo, luar biasa MRT Jakarta, saya pun naik pake kartu e/toll yang selalu saya gunakan utk jalan toll Malang-Surabaya. Semoga kedepan terintegrasi semua.",pengalaman langsung bandingkan tokyo belum_sebulan tokyo mrt jakarta pake kartu e toll utk jalan toll malang surabaya semoga kedepan terintegrasi,3,1,positif,1
311,"@mrtjakarta tolong keretanya lebih ontime lagi. Tertulis di jadwal brkt 18:15, tapi pas 18:14 (jam di stasiun dan android time) sudah berangkat. On time bukan hanya tidak terlambat, tapi juga berangkat sesuai jadwal.",tolong keretanya ontime tertulis jadwal brkt pas jam stasiun android time berangkat on time tidak_terlambat berangkat sesuai jadwal,3,1,positif,1
312,Sudah pernah naik MRT Jakarta? Enak lo. Adem...,mrt jakarta enak lo adem,2,0,positif,1
313,gw berdoa semoga @mrtjakarta bisa menjangkau seluruh kawasan di jakarta. Biar gausah naik @CommuterLine lagi dengan pelayanan terburuknya sepanjang masa. Mending @mrtjakarta yg sangaaaaat tepat waktu dengan fasilitas terbaik.,gw berdoa semoga menjangkau kawasan jakarta biar gausah pelayanan terburuknya mending sangaaaaat fasilitas terbaik,2,0,positif,1
314,"Naik @mrtjakarta buat pertama kali. Jauh2 dari ciamis, mumpung lagi d jakarta. Sangat nyaman, bersih dan cepat. Gak kena macet ibukota! Naik dari stasiun Lebak Bulus Grab, berasa segerbong punya sendiri. Masih sangat pagi sih.",kali ciamis mumpung d jakarta nyaman bersih cepat tidak_kena macet ibukota stasiun lebak bulus grab berasa segerbong pagi sih,4,1,positif,1
315,Semuanya terukur dan tepat waktu. Warga berharap moda angkutan massal seperti ini diperpanjang sampai ke seluruh daerah di DKI Jakarta. #mrt #jakarta #transportasi,terukur warga berharap moda angkutan massal diperpanjang daerah dki jakarta,1,0,positif,1
316,"Pegawai @mrtjakarta juga ramah-ramah, murah senyum, diajak ngobrol soal MRT juga nyambung. Dari Office boy, security, sampai pegawai ticketing",pegawai ramah ramah murah senyum diajak ngobrol mrt nyambung office boy security pegawai ticketing,4,0,positif,1
317,Bersih nyaman aman .. semoga makin bagus lagi fasilitasnya ...,bersih nyaman aman semoga bagus fasilitasnya,5,0,positif,1
318,"Aku pernah tinggal di dua tempat itu dan skrang menetap di bandung. Dari kondisi masyarakat,kondisi cuaca enak di bandung jujur Tapi soal fasilitas pelayanan pemerintah enak di jakarta menurut ku. Karena di bandung belum ada MRT sama Comuter line",tinggal skrang menetap bandung kondisi masyarakat kondisi cuaca enak bandung jujur fasilitas pelayanan pemerintah enak jakarta ku bandung belum_ada mrt comuter line,3,1,positif,1
319,"Ada 2 lajur antrian di tiap sisi seperti di Jepang. Mungkin perlu dijelaskan cara antrinya, pasang gambar aja, biar nanti kalau penumpangï¿½MRTï¿½makin ramai antriannya terap tertib",lajur antrian sisi jepang antrinya pasang gambar aja biar penumpang mrt ramai antriannya terap tertib,2,0,positif,1
